Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41738317,02/19/2019 11:36:00 AM,02/15/2019 11:36:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,BETHEL LOOP,VANDALIA AVE,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:36:00 AM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
41738321,02/19/2019 09:32:00 AM,02/15/2019 10:15:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10465,,,,,WILCOX AVENUE,RANDALL AVENUE,INTERSECTION,BRONX,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 10:15:00 PM,10 BRONX,,BRONX,1035241,241393,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8290963,-73.8157465,"(40.8290963, -73.8157465)"
41738322,02/19/2019 08:54:00 AM,02/16/2019 01:10:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10013,,,,,WALKER STREET,CENTRE STREET,INTERSECTION,NEW YORK,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/16/2019 01:10:00 AM,01 MANHATTAN,,MANHATTAN,984174,200725,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7176204,-74.0002742,"(40.7176204, -74.0002742)"
41738327,02/19/2019 12:28:21 PM,02/19/2019 12:28:21 PM,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,,11694,167 BEACH 114 STREET,BEACH 114 STREET,,,,,ADDRESS,Rockaway Park,,N/A,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,02/19/2019 12:00:00 AM,14 QUEENS,4161870024,QUEENS,1030076,150487,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.5796096,-73.8350285,"(40.5796096, -73.8350285)"
41738328,02/19/2019 09:17:01 AM,06/12/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11212,426 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,16 BROOKLYN,3035260319,BROOKLYN,1010167,182862,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6685527,-73.9065756,"(40.6685527, -73.9065756)"
41738329,02/19/2019 08:57:54 AM,05/17/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11207,506 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,04/06/2019 10:16:29 AM,The City has removed the graffiti from this property.,06/18/2019 03:29:17 PM,05 BROOKLYN,3038050046,BROOKLYN,1013621,181593,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6650588,-73.8941304,"(40.6650588, -73.8941304)"
41738330,02/19/2019 08:03:51 AM,06/11/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10457,1725 FULTON AVENUE,FULTON AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,03 BRONX,2029300074,BRONX,1012645,246163,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8422901,-73.8973757,"(40.8422901, -73.8973757)"
41738332,02/19/2019 05:34:05 AM,05/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11207,2837 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,04/06/2019 10:16:29 AM,The City has removed the graffiti from this property.,06/18/2019 03:29:17 PM,05 BROOKLYN,3039350052,BROOKLYN,1014831,186436,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6783476,-73.8897469,"(40.6783476, -73.8897469)"
41738333,02/19/2019 10:27:32 AM,06/14/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11214,8016 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,07/10/2019 04:18:32 PM,11 BROOKLYN,3062840081,BROOKLYN,983932,162110,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6116308,-74.0011453,"(40.6116308, -74.0011453)"
41738336,02/19/2019 08:35:34 AM,06/12/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10463,3340 FT INDEPENDENCE STREET,FT INDEPENDENCE STREET,,,,,ADDRESS,BRONX,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,08 BRONX,2032580050,BRONX,1012024,259521,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8789557,-73.8995648,"(40.8789557, -73.8995648)"
41738337,02/19/2019 07:59:29 AM,06/12/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11207,510 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,05/04/2019 03:45:46 PM,The City has removed the graffiti from this property.,06/19/2019 12:52:36 PM,05 BROOKLYN,3038350026,BROOKLYN,1012664,180708,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6626328,-73.8975837,"(40.6626328, -73.8975837)"
41738341,02/19/2019 06:05:38 AM,02/19/2019 06:49:08 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,77-37 FURMANVILLE AVENUE,FURMANVILLE AVENUE,77 PLACE,78 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,02/19/2019 02:05:38 PM,The Police Department issued a summons in response to the complaint.,02/19/2019 06:49:08 AM,05 QUEENS,4030030029,QUEENS,1018655,200668,MOBILE,Unspecified,QUEENS,,,,,,,,40.7173971,-73.8758876,"(40.7173971, -73.8758876)"
41738342,02/19/2019 02:35:02 PM,02/19/2019 04:38:12 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10027,525 WEST 122 STREET,WEST 122 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 10:35:02 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 04:38:12 PM,09 MANHATTAN,1019770010,MANHATTAN,995560,234751,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8110058,-73.959143,"(40.8110058, -73.959143)"
41738343,02/19/2019 02:53:56 PM,02/19/2019 04:11:19 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,579 5 STREET,5 STREET,8 AVENUE,PROSPECT PARK WEST,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 10:53:56 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 04:11:19 PM,06 BROOKLYN,3010830061,BROOKLYN,990926,182489,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6675643,-73.975935,"(40.6675643, -73.975935)"
41738344,02/19/2019 07:58:17 PM,02/19/2019 11:56:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11373,80-08 GRAND AVENUE,GRAND AVENUE,80 STREET,82 STREET,,,ADDRESS,ELMHURST,,Precinct,Closed,02/20/2019 03:58:17 AM,The Police Department reviewed your complaint and provided additional information below.,02/19/2019 11:56:56 PM,04 QUEENS,4029040003,QUEENS,1016198,205997,MOBILE,Unspecified,QUEENS,,,,,,,,40.7320331,-73.8847256,"(40.7320331, -73.8847256)"
41738346,02/19/2019 09:17:37 PM,02/20/2019 07:58:43 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11219,979 40 STREET,40 STREET,NEW UTRECHT AVENUE,10 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 05:17:37 AM,The Police Department reviewed your complaint and provided additional information below.,02/20/2019 07:58:43 AM,12 BROOKLYN,3055830072,BROOKLYN,985952,174014,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6443047,-73.9938669,"(40.6443047, -73.9938669)"
41738347,02/19/2019 07:06:56 PM,02/19/2019 08:07:03 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11226,2914 CLARENDON ROAD,CLARENDON ROAD,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 03:06:56 AM,The Police Department reviewed your complaint and provided additional information below.,02/19/2019 08:07:03 PM,17 BROOKLYN,3051950005,BROOKLYN,998268,173612,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6431903,-73.9494878,"(40.6431903, -73.9494878)"
41738348,02/20/2019 12:01:59 AM,02/20/2019 01:49:04 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10012,121 MACDOUGAL STREET,MACDOUGAL STREET,MINETTA LANE,WEST 3 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/20/2019 08:01:59 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/20/2019 01:49:04 AM,02 MANHATTAN,1005430021,MANHATTAN,984180,205341,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7302902,-74.0002526,"(40.7302902, -74.0002526)"
41738349,02/19/2019 10:09:59 AM,02/19/2019 11:26:06 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10024,323 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 06:09:59 PM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 11:26:06 AM,07 MANHATTAN,1012500079,MANHATTAN,990583,227500,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7911087,-73.9771291,"(40.7911087, -73.9771291)"
41738350,02/19/2019 09:20:14 PM,02/20/2019 05:57:03 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,32-20 70 STREET,70 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,02/20/2019 05:20:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 05:57:03 AM,03 QUEENS,4011650016,QUEENS,1012840,214684,MOBILE,Unspecified,QUEENS,,,,,,,,40.7558882,-73.896805,"(40.7558882, -73.896805)"
41738351,02/19/2019 07:43:20 PM,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11232,79 36 STREET,36 STREET,,,,,LATLONG,BROOKLYN,,,In Progress,11/09/2019 11:23:29 AM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,05/13/2019 03:23:33 PM,07 BROOKLYN,,BROOKLYN,984559,176396,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6508436,-73.9988857,"(40.6508436, -73.9988857)"
41738353,02/19/2019 08:39:01 AM,02/19/2019 03:19:40 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,6740 3 AVENUE,3 AVENUE,SENATOR STREET,68 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 04:39:01 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 03:19:40 PM,10 BROOKLYN,3058530045,BROOKLYN,977169,171380,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6370722,-74.0255132,"(40.6370722, -74.0255132)"
41738354,02/19/2019 06:49:00 PM,02/19/2019 10:17:41 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226,2914 CLARENDON ROAD,CLARENDON ROAD,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 02:49:00 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,02/19/2019 10:17:41 PM,17 BROOKLYN,3051950005,BROOKLYN,998268,173612,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6431903,-73.9494878,"(40.6431903, -73.9494878)"
41738355,02/19/2019 10:46:54 PM,02/19/2019 11:41:47 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,91-19 85 AVENUE,85 AVENUE,91 STREET,WOODHAVEN BOULEVARD,,,ADDRESS,WOODHAVEN,,Precinct,Closed,02/20/2019 06:46:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 11:41:47 PM,09 QUEENS,4088790036,QUEENS,1024683,193125,MOBILE,Unspecified,QUEENS,,,,,,,,40.6966679,-73.8541875,"(40.6966679, -73.8541875)"
41738356,02/19/2019 05:57:50 PM,02/19/2019 06:17:06 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,35 6 AVENUE,6 AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 01:57:50 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/19/2019 06:17:06 PM,08 BROOKLYN,3011280001,BROOKLYN,991433,187687,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6818313,-73.9741019,"(40.6818313, -73.9741019)"
41738357,02/19/2019 02:11:56 PM,02/19/2019 02:57:11 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10023,1943 BROADWAY,BROADWAY,WEST 65 STREET,WEST 66 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 10:11:56 PM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,02/19/2019 02:57:11 PM,07 MANHATTAN,1011370010,MANHATTAN,989176,220984,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.773225,-73.9822151,"(40.773225, -73.9822151)"
41738358,02/19/2019 11:59:11 AM,02/19/2019 06:56:25 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,18 BRIGHTON 11 STREET,BRIGHTON 11 STREET,CASS PLACE,OCEAN VIEW AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 07:59:11 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 06:56:25 PM,13 BROOKLYN,3087070375,BROOKLYN,996367,151256,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.5818305,-73.9563779,"(40.5818305, -73.9563779)"
41738359,02/19/2019 11:59:26 PM,02/20/2019 05:46:59 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10312,104 LOVELACE AVENUE,LOVELACE AVENUE,STROUD AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,02/20/2019 07:59:26 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/20/2019 05:46:59 AM,03 STATEN ISLAND,5056390014,STATEN ISLAND,935728,140820,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.5530613,-74.1746075,"(40.5530613, -74.1746075)"
41738360,02/19/2019 01:09:33 PM,02/19/2019 05:49:45 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11210,,,,,EAST 29 STREET,AVENUE K,INTERSECTION,BROOKLYN,,Precinct,Closed,02/19/2019 09:09:33 PM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 05:49:45 PM,14 BROOKLYN,,BROOKLYN,998846,166721,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6242751,-73.9474199,"(40.6242751, -73.9474199)"
41738361,02/19/2019 01:30:00 PM,02/22/2019 12:00:00 PM,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11434,167-37 PORTER ROAD,PORTER ROAD,,,,,ADDRESS,Jamaica,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/22/2019 12:00:00 PM,13 QUEENS,4133640074,QUEENS,1047477,179653,PHONE,Unspecified,QUEENS,,,,,,,,40.6595569,-73.7721128,"(40.6595569, -73.7721128)"
41738362,02/19/2019 08:28:00 AM,02/20/2019 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11205,18 RYERSON STREET,RYERSON STREET,FLUSHING AVENUE,PARK AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/20/2019 12:00:00 PM,02 BROOKLYN,,BROOKLYN,993765,193247,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69709,-73.9656861,"(40.69709, -73.9656861)"
41738363,02/19/2019 12:33:00 PM,02/22/2019 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11203,4602 AVENUE D,AVENUE D,EAST 46 STREET,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/22/2019 12:00:00 PM,17 BROOKLYN,3049800001,BROOKLYN,1002823,173143,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6418946,-73.9330757,"(40.6418946, -73.9330757)"
41738364,12/31/2018 05:15:36 AM,02/19/2019 11:20:15 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/19/2019 11:20:15 AM,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,,,,,,,,40.8774035,-73.8807129,"(40.8774035, -73.8807129)"
41738365,02/19/2019 08:00:30 AM,02/20/2019 10:36:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10465,,,,,DEWEY AVENUE,QUINCY AVENUE,INTERSECTION,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,02/20/2019 10:36:00 AM,10 BRONX,,BRONX,1033559,238592,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8214179,-73.8218449,"(40.8214179, -73.8218449)"
41738366,02/19/2019 08:36:31 AM,02/19/2019 03:01:43 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10459,1109 HOE AVENUE,HOE AVENUE,WEST FARMS ROAD,EAST 167 STREET,,,ADDRESS,BRONX,,Precinct,Closed,02/19/2019 04:36:31 PM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 03:01:43 PM,02 BRONX,2027440038,BRONX,1014442,240261,PHONE,Unspecified,BRONX,,,,,,,,40.8260848,-73.8909077,"(40.8260848, -73.8909077)"
41738367,02/19/2019 04:53:52 PM,02/19/2019 09:46:08 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11218,EAST 4 STREET,EAST 4 STREET,DITMAS AVENUE,AVENUE F,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,02/20/2019 12:53:52 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 09:46:08 PM,12 BROOKLYN,,BROOKLYN,991242,170509,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6346816,-73.9748084,"(40.6346816, -73.9748084)"
41738368,02/19/2019 07:45:19 AM,02/19/2019 08:12:48 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10128,,,,,EAST 88 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,02/19/2019 03:45:19 PM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,02/19/2019 08:12:48 AM,08 MANHATTAN,,MANHATTAN,996367,223994,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7814797,-73.9562471,"(40.7814797, -73.9562471)"
41738370,02/19/2019 08:52:38 AM,02/19/2019 09:14:38 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11419,,,,,107 AVENUE,133 STREET,INTERSECTION,SOUTH RICHMOND HILL,,Precinct,Closed,02/19/2019 04:52:38 PM,The Police Department reviewed your complaint and provided additional information below.,02/19/2019 09:14:38 AM,10 QUEENS,,QUEENS,1036474,189869,PHONE,Unspecified,QUEENS,,,,,,,,40.6876692,-73.8116913,"(40.6876692, -73.8116913)"
41738371,02/19/2019 01:21:46 PM,02/19/2019 02:30:59 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,73-21 197 STREET,197 STREET,73 AVENUE,75 AVENUE,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,02/19/2019 09:21:46 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 02:30:59 PM,08 QUEENS,4071850074,QUEENS,1046612,207230,MOBILE,Unspecified,QUEENS,,,,,,,,40.7352552,-73.7749752,"(40.7352552, -73.7749752)"
